smiles,logP,mol,num_of_C_atoms,num_of_O_atoms,num_of_N_atoms,num_of_S_atoms,num_of_Cl_atoms,num_of_P_atoms,num_of_F_atoms,num_of_I_atoms,num_of_Br_atoms,num_of_atoms,tpsa,mol_w,num_valence_electrons,num_heteroatoms,num_H_donors,num_H_acceptors
CCPCCPCC,0.3,<rdkit.Chem.rdchem.Mol object at 0x140a5ad40>,6,0,0,0,0,2,0,0,0,24,0.0,150.072723772,50,2,0,0
C([14CH2]Br)[14CH2]Br,2.4,<rdkit.Chem.rdchem.Mol object at 0x140a5ada0>,3,0,0,0,0,0,0,0,2,11,0.0,203.890108372,32,2,0,0
CC(C)PNI,0.8,<rdkit.Chem.rdchem.Mol object at 0x140a5ae00>,3,0,1,0,0,1,0,1,0,15,12.03,216.95173391799997,38,3,1,1
C(P(Cl)Cl)Br,2.4,<rdkit.Chem.rdchem.Mol object at 0x140a5ae60>,1,0,0,0,2,1,0,0,1,7,0.0,193.84545415399998,32,4,0,0
CP(C)C=C,0.4,<rdkit.Chem.rdchem.Mol object at 0x140a5aec0>,4,0,0,0,0,1,0,0,0,14,0.0,88.044186918,30,1,0,0
CCSSC=O,1.1,<rdkit.Chem.rdchem.Mol object at 0x140a5af20>,3,1,0,2,0,0,0,0,0,12,17.07,121.986006812,36,3,0,3
C1=NN=[C]N=N1,-1.4,<rdkit.Chem.rdchem.Mol object at 0x140a5af80>,2,0,4,0,0,0,0,0,0,7,51.56,81.02012103199999,29,4,0,4
C[C@@H](CCN)F,0.4,<rdkit.Chem.rdchem.Mol object at 0x140a5afe0>,4,0,1,0,0,0,1,0,0,16,26.02,91.07972754,38,2,1,1
[CH2]CCCCCCI,4.7,<rdkit.Chem.rdchem.Mol object at 0x140a5b040>,7,0,0,0,0,0,0,1,0,22,0.0,225.014023448,49,1,0,0
CN(C)C=S,0.3,<rdkit.Chem.rdchem.Mol object at 0x140a5b0a0>,3,0,1,1,0,0,0,0,0,12,3.24,89.029920224,30,2,0,1
C1[C](O1)CCl,0.5,<rdkit.Chem.rdchem.Mol object at 0x140a5b100>,3,1,0,0,1,0,0,0,0,9,12.53,90.995067428,29,2,0,1
[3H]C1CCCCC1,3.4,<rdkit.Chem.rdchem.Mol object at 0x140a5b160>,6,0,0,0,0,0,0,0,0,18,0.0,86.10212462999999,36,0,0,0
CC(CI)F,2.1,<rdkit.Chem.rdchem.Mol object at 0x140a5b1c0>,3,0,0,0,0,0,1,1,0,11,0.0,187.949826412,32,2,0,0
C(F)(F)(I)I,2.4,<rdkit.Chem.rdchem.Mol object at 0x140a5b220>,1,0,0,0,0,0,2,2,0,5,0.0,303.80575244,32,4,0,0
C1=CS[C]=C1,1.8,<rdkit.Chem.rdchem.Mol object at 0x140a5b280>,4,0,0,1,0,0,0,0,0,8,0.0,82.995546096,25,1,0,1
C[C@@H](CN)SC,0.4,<rdkit.Chem.rdchem.Mol object at 0x140a5b2e0>,4,0,1,1,0,0,0,0,0,17,26.02,105.06122035199999,38,2,1,2
C(=O)NSN,-0.8,<rdkit.Chem.rdchem.Mol object at 0x140a5b340>,1,1,2,1,0,0,0,0,0,9,55.120000000000005,92.004433748,30,4,2,3
C1CPON1,-0.5,<rdkit.Chem.rdchem.Mol object at 0x140a5b3a0>,2,1,1,0,0,1,0,0,0,11,21.259999999999998,91.018700442,30,3,1,2
CP(O)OS,0.0,<rdkit.Chem.rdchem.Mol object at 0x140a5b400>,1,2,0,1,0,1,0,0,0,10,29.46,111.97478703,32,4,2,3
[CH2]I,1.5,<rdkit.Chem.rdchem.Mol object at 0x140a5b460>,1,0,0,0,0,0,0,1,0,4,0.0,140.920123064,13,1,0,0
C([C]=O)SBr,1.0,<rdkit.Chem.rdchem.Mol object at 0x140a5b4c0>,2,1,0,1,0,0,0,0,1,7,17.07,152.900972784,29,3,0,2
CCCNN(C)N,0.2,<rdkit.Chem.rdchem.Mol object at 0x140a5b520>,4,0,3,0,0,0,0,0,0,20,41.29,103.11094741599999,44,3,2,3
CS(=O)I,0.3,<rdkit.Chem.rdchem.Mol object at 0x140a5b580>,1,1,0,1,0,0,0,1,0,7,17.07,189.894933716,26,3,0,1
CCCSCCCS,2.4,<rdkit.Chem.rdchem.Mol object at 0x140a5b5e0>,6,0,0,2,0,0,0,0,0,22,0.0,150.053692448,50,2,1,2
COOSOC,0.6,<rdkit.Chem.rdchem.Mol object at 0x140a5b640>,2,3,0,1,0,0,0,0,0,12,27.69,110.003765052,38,4,0,4
C(P)S(=O)[O-],-1.4,<rdkit.Chem.rdchem.Mol object at 0x140a5b6a0>,1,2,0,1,0,1,0,0,0,9,40.129999999999995,110.96751057791,32,4,0,2
[2H]N(CI)I,0.9,<rdkit.Chem.rdchem.Mol object at 0x140a5b700>,1,0,1,0,0,0,0,2,0,7,12.03,283.84177184200007,26,3,1,1
C=CCN[S-],0.9,<rdkit.Chem.rdchem.Mol object at 0x140a5b760>,3,0,1,1,0,0,0,0,0,11,12.03,88.02264377191,30,2,1,2
CNC(NC)O,-1.1,<rdkit.Chem.rdchem.Mol object at 0x140a5b7c0>,3,1,2,0,0,0,0,0,0,16,44.29,90.07931294,38,3,3,3
C(N)S[P@@](N)O,-1.7,<rdkit.Chem.rdchem.Mol object at 0x140a5b820>,1,1,2,1,0,1,0,0,0,13,72.27,126.001670474,38,5,3,4
CCOC(C)CI,2.0,<rdkit.Chem.rdchem.Mol object at 0x140a5b880>,5,1,0,0,0,0,0,1,0,18,9.23,213.985462972,44,2,0,1
C(N)N(P)P,-0.8,<rdkit.Chem.rdchem.Mol object at 0x140a5b8e0>,1,0,2,0,0,2,0,0,0,13,29.259999999999998,110.01627151599999,32,4,1,2
CN(C)CCSS,1.0,<rdkit.Chem.rdchem.Mol object at 0x140a5b940>,4,0,1,2,0,0,0,0,0,18,3.24,137.033291352,44,3,1,3
C[CH-]CCCN,1.5,<rdkit.Chem.rdchem.Mol object at 0x140a5b9a0>,5,0,1,0,0,0,0,0,0,18,26.02,86.09752296391,38,1,1,1
C[C@H](CPC)NC,-0.1,<rdkit.Chem.rdchem.Mol object at 0x140a5ba00>,5,0,1,0,0,1,0,0,0,21,12.03,119.08638607799999,44,2,1,1
CCCP(CC)CC,1.6,<rdkit.Chem.rdchem.Mol object at 0x140a5ba60>,7,0,0,0,0,1,0,0,0,25,0.0,132.106787174,50,1,0,0
CCS[P]SCC,1.5,<rdkit.Chem.rdchem.Mol object at 0x140a5bac0>,4,0,0,2,0,1,0,0,0,17,0.0,152.99615395,43,3,0,2
C(C(N)Cl)Br,0.8,<rdkit.Chem.rdchem.Mol object at 0x140a5bb20>,2,0,1,0,1,0,0,0,1,10,26.02,156.92938894,32,3,1,1
CNCC(N)N,-1.9,<rdkit.Chem.rdchem.Mol object at 0x140a5bb80>,3,0,3,0,0,0,0,0,0,17,64.07,89.09529735199999,38,3,3,3
C=CCNCO,-0.1,<rdkit.Chem.rdchem.Mol object at 0x140a5bbe0>,4,1,1,0,0,0,0,0,0,15,32.26,87.068413908,36,2,2,2
C1NCN[CH]N1,-1.0,<rdkit.Chem.rdchem.Mol object at 0x140a5bc40>,3,0,3,0,0,0,0,0,0,14,36.089999999999996,86.07182225599999,35,3,3,3
CCNC(C)CN,-0.3,<rdkit.Chem.rdchem.Mol object at 0x140a5bca0>,5,0,2,0,0,0,0,0,0,21,38.05,102.11569844799999,44,2,2,2
CC(NF)NF,0.0,<rdkit.Chem.rdchem.Mol object at 0x140a5bd00>,2,0,2,0,0,0,2,0,0,12,24.06,96.049904632,38,4,2,2
[2H]C([2H])(C)C([2H])(C)C([2H])([2H])O,1.2,<rdkit.Chem.rdchem.Mol object at 0x140a5bd60>,5,1,0,0,0,0,0,0,0,18,20.23,93.12019873399998,38,1,1,1
C(CCNO)CNO,-0.9,<rdkit.Chem.rdchem.Mol object at 0x140a5bdc0>,4,2,2,0,0,0,0,0,0,20,64.52,120.089877624,50,4,4,4
C[C@H](CF)CI,2.5,<rdkit.Chem.rdchem.Mol object at 0x140a5be20>,4,0,0,0,0,0,1,1,0,14,0.0,201.965476476,38,2,0,0
C(CCCl)CCCl,2.5,<rdkit.Chem.rdchem.Mol object at 0x140a5be80>,5,0,0,0,2,0,0,0,0,17,0.0,140.01595568,44,2,0,0
[2H]C([2H])(CCl)Br,1.6,<rdkit.Chem.rdchem.Mol object at 0x140a5bee0>,2,0,0,0,1,0,0,0,1,8,0.0,143.9310434,26,2,0,0
CC(COC)CBr,1.6,<rdkit.Chem.rdchem.Mol object at 0x140a5bf40>,5,1,0,0,0,0,0,0,1,18,9.23,165.999327072,44,2,0,1
CO/C=C\OC,0.4,<rdkit.Chem.rdchem.Mol object at 0x140a5bfa0>,4,2,0,0,0,0,0,0,0,14,18.46,88.052429496,36,2,0,2
[2H]C1=[C+]C(=C(C(=C1[2H])[2H])[2H])[2H],2.1,<rdkit.Chem.rdchem.Mol object at 0x140a5c040>,6,0,0,0,0,0,0,0,0,11,0.0,82.06996031008998,28,0,0,0
[2H]C(CCCBr)Br,2.5,<rdkit.Chem.rdchem.Mol object at 0x140a5c0a0>,4,0,0,0,0,0,0,0,2,14,0.0,214.905551202,38,2,0,0
C(OP)OPP,-0.3,<rdkit.Chem.rdchem.Mol object at 0x140a5c100>,1,2,0,0,0,3,0,0,0,13,18.46,143.96588935399998,38,5,0,2
C(=O)N(Br)Br,1.1,<rdkit.Chem.rdchem.Mol object at 0x140a5c160>,1,1,1,0,0,0,0,0,2,6,20.310000000000002,200.842487852,30,4,0,1
CS(=S)C,2.2,<rdkit.Chem.rdchem.Mol object at 0x140a5c1c0>,2,0,0,2,0,0,0,0,0,10,0.0,93.991092192,26,2,0,1
CP(C=O)S,0.2,<rdkit.Chem.rdchem.Mol object at 0x140a5c220>,2,1,0,1,0,1,0,0,0,10,17.07,107.97987241,30,3,1,2
C[C@H](O)I,0.7,<rdkit.Chem.rdchem.Mol object at 0x140a5c280>,2,1,0,0,0,0,0,1,0,9,20.23,171.93851278,26,2,1,1
[CH]CNC1CC1,0.7,<rdkit.Chem.rdchem.Mol object at 0x140a5c2e0>,5,0,1,0,0,0,0,0,0,15,12.03,83.073499288,34,1,1,1
C1CPPPC1,-0.2,<rdkit.Chem.rdchem.Mol object at 0x140a5c340>,3,0,0,0,0,3,0,0,0,15,0.0,137.99171017799998,36,3,0,0
C(N(F)F)O,-0.2,<rdkit.Chem.rdchem.Mol object at 0x140a5c3a0>,1,1,1,0,0,0,2,0,0,8,23.47,83.018270156,32,4,1,2
C1CSCS[CH]1,1.8,<rdkit.Chem.rdchem.Mol object at 0x140a5c400>,4,0,0,2,0,0,0,0,0,13,0.0,118.998917224,35,2,0,2
[3H]C(NC)NCC,-0.2,<rdkit.Chem.rdchem.Mol object at 0x140a5c460>,4,0,2,0,0,0,0,0,0,18,24.06,90.10827262999999,38,2,2,2
C[P+](=S)P,0.9,<rdkit.Chem.rdchem.Mol object at 0x140a5c4c0>,1,0,0,1,0,2,0,0,0,9,0.0,110.95817084008999,24,3,0,1
CN[I-]C[I-]N,0.6,<rdkit.Chem.rdchem.Mol object at 0x140a5c520>,2,0,2,0,0,0,0,2,0,14,38.05,313.8787914158203,42,4,2,2
CCNNNNC,-0.5,<rdkit.Chem.rdchem.Mol object at 0x140a5c580>,3,0,4,0,0,0,0,0,0,19,48.12,104.10619638399999,44,4,4,4
C(C=CBr)S,1.5,<rdkit.Chem.rdchem.Mol object at 0x140a5c5e0>,3,0,0,1,0,0,0,0,1,10,0.0,151.92953326,30,2,1,1
CC(O)P(C)C,-0.2,<rdkit.Chem.rdchem.Mol object at 0x140a5c640>,4,1,0,0,0,1,0,0,0,17,20.23,106.054751602,38,2,1,1
CCCC[NH+](C)C,1.7,<rdkit.Chem.rdchem.Mol object at 0x140a5c6a0>,6,0,1,0,0,0,0,0,0,23,4.44,102.12772593208999,44,1,1,0
COC(N)NI,-0.7,<rdkit.Chem.rdchem.Mol object at 0x140a5c700>,2,1,2,0,0,0,0,1,0,13,47.28,201.960310844,38,4,2,3
CCOOCOOC,0.5,<rdkit.Chem.rdchem.Mol object at 0x140a5c760>,4,4,0,0,0,0,0,0,0,18,36.92,122.0579088,50,4,0,4
C1=[C]N=NS1,0.4,<rdkit.Chem.rdchem.Mol object at 0x140a5c7c0>,2,0,2,1,0,0,0,0,0,6,25.78,84.986044032,25,3,0,3
CC(C)C(O)[O-],1.5,<rdkit.Chem.rdchem.Mol object at 0x140a5c820>,4,2,0,0,0,0,0,0,0,15,43.29,89.06080310791,38,2,1,2
CCC(=C)CC,2.9,<rdkit.Chem.rdchem.Mol object at 0x140a5c880>,6,0,0,0,0,0,0,0,0,18,0.0,84.093900384,36,0,0,0
C[C@@H](C(F)F)S,1.8,<rdkit.Chem.rdchem.Mol object at 0x140a5c8e0>,3,0,0,1,0,0,2,0,0,12,0.0,112.015827632,38,3,1,1
[2H]C([2H])(Cl)I,1.6,<rdkit.Chem.rdchem.Mol object at 0x140a5c940>,1,0,0,0,1,0,0,1,0,5,0.0,177.901529236,20,2,0,0
C(CN=O)NO,-1.4,<rdkit.Chem.rdchem.Mol object at 0x140a5c9a0>,2,2,2,0,0,0,0,0,0,12,61.69,90.042927432,36,4,2,4
CC=PBr,0.0,<rdkit.Chem.rdchem.Mol object at 0x140a5ca00>,2,0,0,0,0,1,0,0,1,8,0.0,137.92339885799998,24,2,0,0
CC(CBr)F,1.8,<rdkit.Chem.rdchem.Mol object at 0x140a5ca60>,3,0,0,0,0,0,1,0,1,11,0.0,139.963690512,32,2,0,0
C[NH+](C)CCC[NH3+],-0.3,<rdkit.Chem.rdchem.Mol object at 0x140a5cac0>,5,0,2,0,0,0,0,0,0,23,32.08,104.13025135217998,44,2,2,0
C(COCBr)CBr,2.1,<rdkit.Chem.rdchem.Mol object at 0x140a5cb20>,4,1,0,0,0,0,0,0,2,15,9.23,229.894189076,44,3,0,1
C1[C@H]([C@@H]1I)I,2.6,<rdkit.Chem.rdchem.Mol object at 0x140a5cb80>,3,0,0,0,0,0,0,2,0,9,0.0,293.8402461280001,30,2,0,0
CCCCC(C)[CH+]C,4.3,<rdkit.Chem.rdchem.Mol object at 0x140a5cbe0>,8,0,0,0,0,0,0,0,0,25,0.0,113.13247696408999,48,0,0,0
[CH]OCCCN,-0.5,<rdkit.Chem.rdchem.Mol object at 0x140a5cc40>,4,1,1,0,0,0,0,0,0,15,35.25,87.068413908,36,2,1,2
COCCNCC[CH2],0.5,<rdkit.Chem.rdchem.Mol object at 0x140a5cca0>,6,1,1,0,0,0,0,0,0,22,21.259999999999998,116.107539068,49,2,1,2
CN/C=C\NC,0.5,<rdkit.Chem.rdchem.Mol object at 0x140a5cd00>,4,0,2,0,0,0,0,0,0,16,24.06,86.08439831999999,36,2,2,2
CC(=S)[S-],0.9,<rdkit.Chem.rdchem.Mol object at 0x140a5cd60>,2,0,0,2,0,0,0,0,0,7,0.0,90.96816567591,24,2,0,2
CCC[C@H](C)NN,0.7,<rdkit.Chem.rdchem.Mol object at 0x140a5cdc0>,5,0,2,0,0,0,0,0,0,21,38.05,102.11569844799999,44,2,2,2
[CH2]CCOC=O,0.8,<rdkit.Chem.rdchem.Mol object at 0x140a5ce20>,4,2,0,0,0,0,0,0,0,13,26.3,87.044604464,35,2,0,2
CON(N)OC,-0.4,<rdkit.Chem.rdchem.Mol object at 0x140a5ce80>,2,2,2,0,0,0,0,0,0,14,47.72,92.058577496,38,4,1,4
CCCCCCCBr,4.4,<rdkit.Chem.rdchem.Mol object at 0x140a5cee0>,7,0,0,0,0,0,0,0,1,23,0.0,178.03571258,50,1,0,0
CC(N(C)C)F,1.1,<rdkit.Chem.rdchem.Mol object at 0x140a5cf40>,4,0,1,0,0,0,1,0,0,16,3.24,91.07972754,38,2,0,1
C(NNI)I,0.7,<rdkit.Chem.rdchem.Mol object at 0x140a5cfa0>,1,0,2,0,0,0,0,2,0,9,24.06,297.8463941280001,32,4,2,2
C[C@@H](C(C)O)F,0.8,<rdkit.Chem.rdchem.Mol object at 0x140a5d000>,4,1,0,0,0,0,1,0,0,15,20.23,92.063743128,38,2,1,1
CI(C)SOP,2.2,<rdkit.Chem.rdchem.Mol object at 0x140a5d060>,2,1,0,1,0,1,0,1,0,14,9.23,237.907820506,40,4,0,2
CC[N+](C)(C)C,0.6,<rdkit.Chem.rdchem.Mol object at 0x140a5d0c0>,5,0,1,0,0,0,0,0,0,20,0.0,88.11207586808999,38,1,0,0
C#CBr,1.4,<rdkit.Chem.rdchem.Mol object at 0x140a5d120>,2,0,0,0,0,0,0,0,1,4,0.0,103.926162132,16,1,0,0
C[124I],1.5,<rdkit.Chem.rdchem.Mol object at 0x140a5d180>,1,0,0,0,0,0,0,1,0,5,0.0,138.929684996,14,1,0,0
CC(CCI)CN,1.7,<rdkit.Chem.rdchem.Mol object at 0x140a5d1e0>,5,0,1,0,0,0,0,1,0,19,26.02,213.001447384,44,2,1,1
C(C(CBr)CBr)Br,2.8,<rdkit.Chem.rdchem.Mol object at 0x140a5d240>,4,0,0,0,0,0,0,0,3,14,0.0,291.8097865240002,44,3,0,0
COS(C)(C)C,1.0,<rdkit.Chem.rdchem.Mol object at 0x140a5d2a0>,4,1,0,1,0,0,0,0,0,18,9.23,108.060886004,40,2,0,1
C(CP)[C@@H](CP)P,-0.3,<rdkit.Chem.rdchem.Mol object at 0x140a5d300>,4,0,0,0,0,3,0,0,0,20,0.0,154.02301030599997,44,3,0,0
[3H]C(C)(C)N(C)[O],0.6,<rdkit.Chem.rdchem.Mol object at 0x140a5d360>,4,1,1,0,0,0,0,0,0,16,23.14,90.084463186,37,2,0,1
CCC[PH+]=O,0.1,<rdkit.Chem.rdchem.Mol object at 0x140a5d3c0>,3,1,0,0,0,1,0,0,0,13,17.07,91.03072792609,30,2,0,1
CSCSCCF,2.0,<rdkit.Chem.rdchem.Mol object at 0x140a5d420>,4,0,0,2,0,0,1,0,0,16,0.0,140.012970508,44,3,0,2
CC[C@H](CN)OC,0.1,<rdkit.Chem.rdchem.Mol object at 0x140a5d480>,5,1,1,0,0,0,0,0,0,20,35.25,103.099714036,44,2,1,2
CS(=O)P,-0.6,<rdkit.Chem.rdchem.Mol object at 0x140a5d4e0>,1,1,0,1,0,1,0,0,0,9,17.07,95.97987241,26,3,0,1
CCS(F)(F)F,2.9,<rdkit.Chem.rdchem.Mol object at 0x140a5d540>,2,0,0,1,0,0,3,0,0,11,0.0,118.00640582,40,4,0,0
[2H]C([2H])([2H])C([2H])(C([2H])([2H])[2H])C([2H])([2H])Br,2.3,<rdkit.Chem.rdchem.Mol object at 0x140a5d5a0>,4,0,0,0,0,0,0,0,1,14,0.0,145.045253102,32,1,0,0
CCCCCOC[CH2],2.6,<rdkit.Chem.rdchem.Mol object at 0x140a5d600>,7,1,0,0,0,0,0,0,0,23,9.23,115.1122901,49,1,0,1
C1CC1CP,0.6,<rdkit.Chem.rdchem.Mol object at 0x140a5d660>,4,0,0,0,0,1,0,0,0,14,0.0,88.044186918,30,1,0,0
C[C@H]([C@H](C)Cl)F,2.0,<rdkit.Chem.rdchem.Mol object at 0x140a5d6c0>,4,0,0,0,1,0,1,0,0,14,0.0,110.029856156,38,2,0,0
C[CH+]C1CCC1,3.0,<rdkit.Chem.rdchem.Mol object at 0x140a5d720>,6,0,0,0,0,0,0,0,0,17,0.0,83.08552677208999,34,0,0,0
C[CH][C@H](CO)O,-0.2,<rdkit.Chem.rdchem.Mol object at 0x140a5d780>,4,2,0,0,0,0,0,0,0,15,40.46,89.060254528,37,2,2,2
C1NCN1P,-0.3,<rdkit.Chem.rdchem.Mol object at 0x140a5d7e0>,2,0,2,0,0,1,0,0,0,12,15.27,90.03468485399999,30,3,1,2
CC[C@H](CF)N,0.6,<rdkit.Chem.rdchem.Mol object at 0x140a5d840>,4,0,1,0,0,0,1,0,0,16,26.02,91.07972754,38,2,1,1
C(C(O)O)ONO,-1.9,<rdkit.Chem.rdchem.Mol object at 0x140a5d8a0>,2,4,1,0,0,0,0,0,0,14,81.95,109.037507704,44,5,4,5
CCOP(N)O,-0.9,<rdkit.Chem.rdchem.Mol object at 0x140a5d900>,2,2,1,0,0,1,0,0,0,14,55.480000000000004,109.029265126,38,4,2,3
[2H]C([2H])([2H])C([2H])(C([2H])([2H])[2H])C([2H])([2H])C([2H])([2H])O,1.2,<rdkit.Chem.rdchem.Mol object at 0x140a5d960>,5,1,0,0,0,0,0,0,0,18,20.23,99.15785920999998,38,1,1,1
[2H]C(=CCCC=C)[2H],2.9,<rdkit.Chem.rdchem.Mol object at 0x140a5d9c0>,6,0,0,0,0,0,0,0,0,16,0.0,84.09080381199999,34,0,0,0
CP(CS)CS,0.7,<rdkit.Chem.rdchem.Mol object at 0x140a5da20>,3,0,0,2,0,1,0,0,0,15,0.0,139.988328918,38,3,2,2
CC(C)(C[CH2])N,0.8,<rdkit.Chem.rdchem.Mol object at 0x140a5da80>,5,0,1,0,0,0,0,0,0,18,26.02,86.09697438399999,37,1,1,1
CC(C)CNCS,1.5,<rdkit.Chem.rdchem.Mol object at 0x140a5dae0>,5,0,1,1,0,0,0,0,0,20,12.03,119.07687041599999,44,2,2,2
CC(C(N)O)N,-1.7,<rdkit.Chem.rdchem.Mol object at 0x140a5db40>,3,1,2,0,0,0,0,0,0,16,72.27,90.07931294,38,3,3,3
C(N)(Cl)I,0.8,<rdkit.Chem.rdchem.Mol object at 0x140a5dba0>,1,0,1,0,1,0,0,1,0,7,26.02,190.899874776,26,3,1,1
[2H][C]([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])[2H],3.9,<rdkit.Chem.rdchem.Mol object at 0x140a5dc00>,6,0,0,0,0,0,0,0,0,19,0.0,98.18332311399998,37,0,0,0
CCOCCP,0.1,<rdkit.Chem.rdchem.Mol object at 0x140a5dc60>,4,1,0,0,0,1,0,0,0,17,9.23,106.054751602,38,2,0,1
C(=CP)P,-0.4,<rdkit.Chem.rdchem.Mol object at 0x140a5dcc0>,2,0,0,0,0,2,0,0,0,10,0.0,91.994473452,24,2,0,0
C1C(S1)CCl,1.3,<rdkit.Chem.rdchem.Mol object at 0x140a5dd20>,3,0,0,1,1,0,0,0,0,10,0.0,107.98004884,30,2,0,1
C=NCCCS,2.0,<rdkit.Chem.rdchem.Mol object at 0x140a5dd80>,4,0,1,1,0,0,0,0,0,15,12.36,103.045570288,36,2,1,2
[3H]C#CCBr,1.1,<rdkit.Chem.rdchem.Mol object at 0x140a5dde0>,3,0,0,0,0,0,0,0,1,7,0.0,119.950036442,22,1,0,0
[2H]C(=O)N(C([2H])([2H])[2H])C([2H])([2H])[2H],-1.0,<rdkit.Chem.rdchem.Mol object at 0x140a5de40>,3,1,1,0,0,0,0,0,0,12,20.310000000000002,80.09670106599998,30,2,0,1
[C]=C(Br)Br,2.4,<rdkit.Chem.rdchem.Mol object at 0x140a5dea0>,2,0,0,0,0,0,0,0,2,4,0.0,181.8366742,22,2,0,0
CC[NH2+]NCC,0.3,<rdkit.Chem.rdchem.Mol object at 0x140a5df00>,4,0,2,0,0,0,0,0,0,19,28.64,89.10732483608999,38,2,2,1
CCN(C)OC,0.7,<rdkit.Chem.rdchem.Mol object at 0x140a5df60>,4,1,1,0,0,0,0,0,0,17,12.47,89.084063972,38,2,0,2
[2H]C([2H])([2H])N(C([2H])([2H])[2H])C([2H])([2H])CCN,-0.3,<rdkit.Chem.rdchem.Mol object at 0x140a5dfc0>,5,0,2,0,0,0,0,0,0,21,29.259999999999998,110.16591241599998,44,2,1,2
C(CNCCP)N,-1.5,<rdkit.Chem.rdchem.Mol object at 0x140a5e020>,4,0,2,0,0,1,0,0,0,20,38.05,120.08163504599999,44,3,2,2
CCNC(C)CS,0.9,<rdkit.Chem.rdchem.Mol object at 0x140a5e080>,5,0,1,1,0,0,0,0,0,20,12.03,119.07687041599999,44,2,2,2
CC[CH-]C(C)C,3.2,<rdkit.Chem.rdchem.Mol object at 0x140a5e0e0>,6,0,0,0,0,0,0,0,0,19,0.0,85.10227399591,38,0,0,0
CCCNCNCC,0.7,<rdkit.Chem.rdchem.Mol object at 0x140a5e140>,6,0,2,0,0,0,0,0,0,24,24.06,116.13134851199999,50,2,2,2
C(C[S]=O)CBr,1.6,<rdkit.Chem.rdchem.Mol object at 0x140a5e1a0>,3,1,0,1,0,0,0,0,1,12,17.07,168.932272912,37,3,0,1
CC(F)Cl,1.7,<rdkit.Chem.rdchem.Mol object at 0x140a5e200>,2,0,0,0,1,0,1,0,0,8,0.0,81.998556028,26,2,0,0
CCCCCOO,1.4,<rdkit.Chem.rdchem.Mol object at 0x140a5e260>,5,2,0,0,0,0,0,0,0,19,29.46,104.083729624,44,2,1,2
CCC(COC)S,1.3,<rdkit.Chem.rdchem.Mol object at 0x140a5e2c0>,5,1,0,1,0,0,0,0,0,19,9.23,120.060886004,44,2,1,2
C1OCOCO1,-0.4,<rdkit.Chem.rdchem.Mol object at 0x140a5e320>,3,3,0,0,0,0,0,0,0,12,27.69,90.031694052,36,3,0,3
CCCC(Cl)Cl,2.8,<rdkit.Chem.rdchem.Mol object at 0x140a5e380>,4,0,0,0,2,0,0,0,0,14,0.0,126.00030561599999,38,2,0,0
C[C@H](COC)I,1.6,<rdkit.Chem.rdchem.Mol object at 0x140a5e3e0>,4,1,0,0,0,0,0,1,0,15,9.23,199.969812908,38,2,0,1
CCCOPCCC,1.8,<rdkit.Chem.rdchem.Mol object at 0x140a5e440>,6,1,0,0,0,1,0,0,0,23,9.23,134.08605173,50,2,0,1
C[C@@H](C(Cl)Cl)Cl,2.6,<rdkit.Chem.rdchem.Mol object at 0x140a5e4a0>,3,0,0,0,3,0,0,0,0,11,0.0,145.9456832,38,3,0,0
CNCOC=O,-0.2,<rdkit.Chem.rdchem.Mol object at 0x140a5e500>,3,2,1,0,0,0,0,0,0,13,38.33,89.047678464,36,3,1,3
CC(N)P=O,-1.3,<rdkit.Chem.rdchem.Mol object at 0x140a5e560>,2,1,1,0,0,1,0,0,0,11,43.09,91.018700442,30,3,1,2
CNCC[NH+](C)C,-0.2,<rdkit.Chem.rdchem.Mol object at 0x140a5e5c0>,5,0,2,0,0,0,0,0,0,22,16.47,103.12297490008999,44,2,2,1
C(O)[P+](O)(O)O,-2.1,<rdkit.Chem.rdchem.Mol object at 0x140a5e620>,1,4,0,0,0,1,0,0,0,12,80.92,112.99982172209,38,5,4,4
COCOCPC,-0.2,<rdkit.Chem.rdchem.Mol object at 0x140a5e680>,4,2,0,0,0,1,0,0,0,18,18.46,122.049666222,44,3,0,2
CCCC=PC,-0.3,<rdkit.Chem.rdchem.Mol object at 0x140a5e6e0>,5,0,0,0,0,1,0,0,0,17,0.0,102.059836982,36,1,0,0
C(C(F)Br)Cl,2.1,<rdkit.Chem.rdchem.Mol object at 0x140a5e740>,2,0,0,0,1,0,1,0,1,8,0.0,159.909068096,32,3,0,0
[C+](F)(F)Cl,1.8,<rdkit.Chem.rdchem.Mol object at 0x140a5e7a0>,1,0,0,0,1,0,2,0,0,4,0.0,84.96511054009,24,3,0,0
C(F)(F)[I+]C(F)F,2.8,<rdkit.Chem.rdchem.Mol object at 0x140a5e800>,2,0,0,0,0,0,4,1,0,9,0.0,228.91318736409,44,5,0,0
CCCCCCC,4.4,<rdkit.Chem.rdchem.Mol object at 0x140a5e860>,7,0,0,0,0,0,0,0,0,23,0.0,100.12520051199999,44,0,0,0
C(NP)I,0.4,<rdkit.Chem.rdchem.Mol object at 0x140a5e8c0>,1,0,1,0,0,1,0,1,0,9,12.03,188.92043378999998,26,3,1,1
C(C(O)Cl)N,-0.6,<rdkit.Chem.rdchem.Mol object at 0x140a5e920>,2,1,1,0,1,0,0,0,0,11,46.25,95.013791492,32,3,2,2
